,id,title,abstract,judgement,tiab,2023-08-09_06-47Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_06-47Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-09_06-54Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_06-54Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-09_07-01Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_07-01Azure_zeroshot_gpt-35-turbo-0613_temp0
481,36247,Unsuspected osteomyelitis in diabetic foot ulcers. Diagnosis and monitoring by leukocyte scanning with indium in 111 oxyquinoline,OBJECTIVE: The prevalence of osteomyelitis in diabetic foot ulcers is unknown. Early diagnosis of this infection is critical  as prompt antibiotic treatment decreases the rate of amputation. We therefore assessed the prevalence of osteomyelitis in 35 diabetic patients with 41 foot ulcers. We compared results of roentgenograms  leukocyte scans with indium In 111 oxyquinoline  and bone scans with the diagnostic criterion standards of bone histologic and culture findings. Leukocyte scans were repeated at 2- to 3-week intervals during antibiotic treatment. DESIGN: Cohort study. SETTING: Institutional and private  ambulatory and hospitalized patients. PATIENTS: Consecutive sample of 54 diabetic patients. Thirty-five patients with 41 foot ulcers were included. RESULTS: As determined by bone biopsy and culture  osteomyelitis was found to underlie 28 (68%) of 41 diabetic foot ulcers. Only nine (32%) of the 28 cases were diagnosed clinically by the referring physician. Underscoring the clinically silent nature of osteomyelitis in these ulcers  19 (68%) of 28 occurred in outpatients  19 (68%) of 28 occurred in ulcers not exposing bone  and 18 (64%) of 28 had no evidence of inflammation on physical examination. All patients with ulcers that exposed bone had osteomyelitis. Of the imaging tests  the leukocyte scan had the highest sensitivity  89%. In patients with osteomyelitis  the leukocyte scan image intensity decreased by 16 to 34 days of antibiotic treatment and normalized by 36 to 54 days. CONCLUSION: The majority of diabetic foot ulcers have an underlying osteomyelitis that is clinically unsuspected. Leukocyte scans are highly sensitive for diagnosing osteomyelitis in diabetic foot ulcers and may be useful for monitoring the efficacy of antibiotic treatment. We recommend that diabetic patients with foot ulcers that expose bone should be treated for osteomyelitis. Diabetic patients with foot ulcers that do not expose bone should undergo leukocyte scanning  which eliminates the risk of bone biopsy in diagnosing osteomyelitis and allows for the diagnosis and treatment of this well-known but often silent precursor of lower extremity amputation.,0,Unsuspected osteomyelitis in diabetic foot ulcers. Diagnosis and monitoring by leukocyte scanning with indium in 111 oxyquinolineOBJECTIVE: The prevalence of osteomyelitis in diabetic foot ulcers is unknown. Early diagnosis of this infection is critical  as prompt antibiotic treatment decreases the rate of amputation. We therefore assessed the prevalence of osteomyelitis in 35 diabetic patients with 41 foot ulcers. We compared results of roentgenograms  leukocyte scans with indium In 111 oxyquinoline  and bone scans with the diagnostic criterion standards of bone histologic and culture findings. Leukocyte scans were repeated at 2- to 3-week intervals during antibiotic treatment. DESIGN: Cohort study. SETTING: Institutional and private  ambulatory and hospitalized patients. PATIENTS: Consecutive sample of 54 diabetic patients. Thirty-five patients with 41 foot ulcers were included. RESULTS: As determined by bone biopsy and culture  osteomyelitis was found to underlie 28 (68%) of 41 diabetic foot ulcers. Only nine (32%) of the 28 cases were diagnosed clinically by the referring physician. Underscoring the clinically silent nature of osteomyelitis in these ulcers  19 (68%) of 28 occurred in outpatients  19 (68%) of 28 occurred in ulcers not exposing bone  and 18 (64%) of 28 had no evidence of inflammation on physical examination. All patients with ulcers that exposed bone had osteomyelitis. Of the imaging tests  the leukocyte scan had the highest sensitivity  89%. In patients with osteomyelitis  the leukocyte scan image intensity decreased by 16 to 34 days of antibiotic treatment and normalized by 36 to 54 days. CONCLUSION: The majority of diabetic foot ulcers have an underlying osteomyelitis that is clinically unsuspected. Leukocyte scans are highly sensitive for diagnosing osteomyelitis in diabetic foot ulcers and may be useful for monitoring the efficacy of antibiotic treatment. We recommend that diabetic patients with foot ulcers that expose bone should be treated for osteomyelitis. Diabetic patients with foot ulcers that do not expose bone should undergo leukocyte scanning  which eliminates the risk of bone biopsy in diagnosing osteomyelitis and allows for the diagnosis and treatment of this well-known but often silent precursor of lower extremity amputation.,"{'judgement': 'True', 'index': 481}",1,"{'judgement': 'True', 'index': 481}",1,"{'judgement': 'True', 'index': 481}",1
482,8655,Prediction of respiratory decompensation in Covid-19 patients using machine learning: The READY trial,"BACKGROUND: Currently, physicians are limited in their ability to provide an accurate prognosis for COVID-19 positive patients. Existing scoring systems have been ineffective for identifying patient decompensation. Machine learning (ML) may offer an alternative strategy. A prospectively validated method to predict the need for ventilation in COVID-19 patients is essential to help triage patients, allocate resources, and prevent emergency intubations and their associated risks. METHODS: In a multicenter clinical trial, we evaluated the performance of a machine learning algorithm for prediction of invasive mechanical ventilation of COVID-19 patients within 24 h of an initial encounter. We enrolled patients with a COVID-19 diagnosis who were admitted to five United States health systems between March 24 and May 4, 2020. RESULTS: 197 patients were enrolled in the REspirAtory Decompensation and model for the triage of covid-19 patients: a prospective studY (READY) clinical trial. The algorithm had a higher diagnostic odds ratio (DOR, 12.58) for predicting ventilation than a comparator early warning system, the Modified Early Warning Score (MEWS). The algorithm also achieved significantly higher sensitivity (0.90) than MEWS, which achieved a sensitivity of 0.78, while maintaining a higher specificity (p < 0.05). CONCLUSIONS: In the first clinical trial of a machine learning algorithm for ventilation needs among COVID-19 patients, the algorithm demonstrated accurate prediction of the need for mechanical ventilation within 24 h. This algorithm may help care teams effectively triage patients and allocate resources. Further, the algorithm is capable of accurately identifying 16% more patients than a widely used scoring system while minimizing false positive results. Copyright Â© 2020. Published by Elsevier Ltd.",0,"Prediction of respiratory decompensation in Covid-19 patients using machine learning: The READY trialBACKGROUND: Currently, physicians are limited in their ability to provide an accurate prognosis for COVID-19 positive patients. Existing scoring systems have been ineffective for identifying patient decompensation. Machine learning (ML) may offer an alternative strategy. A prospectively validated method to predict the need for ventilation in COVID-19 patients is essential to help triage patients, allocate resources, and prevent emergency intubations and their associated risks. METHODS: In a multicenter clinical trial, we evaluated the performance of a machine learning algorithm for prediction of invasive mechanical ventilation of COVID-19 patients within 24 h of an initial encounter. We enrolled patients with a COVID-19 diagnosis who were admitted to five United States health systems between March 24 and May 4, 2020. RESULTS: 197 patients were enrolled in the REspirAtory Decompensation and model for the triage of covid-19 patients: a prospective studY (READY) clinical trial. The algorithm had a higher diagnostic odds ratio (DOR, 12.58) for predicting ventilation than a comparator early warning system, the Modified Early Warning Score (MEWS). The algorithm also achieved significantly higher sensitivity (0.90) than MEWS, which achieved a sensitivity of 0.78, while maintaining a higher specificity (p < 0.05). CONCLUSIONS: In the first clinical trial of a machine learning algorithm for ventilation needs among COVID-19 patients, the algorithm demonstrated accurate prediction of the need for mechanical ventilation within 24 h. This algorithm may help care teams effectively triage patients and allocate resources. Further, the algorithm is capable of accurately identifying 16% more patients than a widely used scoring system while minimizing false positive results. Copyright Â© 2020. Published by Elsevier Ltd.","{'judgement': 'True', 'index': 482}",1,"{'judgement': 'True', 'index': 482}",1,"{'judgement': 'True', 'probability': '0.9', 'index': 482}",1
483,41951,A reliable MR measurement of medial temporal lobe width from the Sunnybrook Dementia Study.,We studied the hippocampal angle and spatial relationships of medial temporal lobe (MTL) structures  using midbrain colliculi and inter-collicular sulcus (ICS) as landmarks  and measured MTL width on axial 3D-T1-weighted MRI at ICS level in 41 normal  aged participants. Mean hippocampal angle was 29 degrees (range 17-42 degrees ) caudal to the anterior-posterior commissure (AC-PC) line. The slice at the ICS  parallel to the long axis of the hippocampus  best revealed a longitudinal view of hippocampus and parahippocampal gyrus in 76% of participants  compared to only 7% when slices were 20 degrees caudal to orbitomeatal line (OML)  an accepted technique used to examine MTL width in previous CT studies. The MTL width measured midway and at its thinnest between the anterior-posterior borders of the midbrain was highly reproducible (intraclass correlation coefficients >0.98) using these new methods. These simple decision rules  individualized orientation along the hippocampus and using a standardized landmark like the ICS  make these measures more comparable across subjects  and hence more useful in detecting and monitoring MTL atrophy in dementia.,0,A reliable MR measurement of medial temporal lobe width from the Sunnybrook Dementia Study.We studied the hippocampal angle and spatial relationships of medial temporal lobe (MTL) structures  using midbrain colliculi and inter-collicular sulcus (ICS) as landmarks  and measured MTL width on axial 3D-T1-weighted MRI at ICS level in 41 normal  aged participants. Mean hippocampal angle was 29 degrees (range 17-42 degrees ) caudal to the anterior-posterior commissure (AC-PC) line. The slice at the ICS  parallel to the long axis of the hippocampus  best revealed a longitudinal view of hippocampus and parahippocampal gyrus in 76% of participants  compared to only 7% when slices were 20 degrees caudal to orbitomeatal line (OML)  an accepted technique used to examine MTL width in previous CT studies. The MTL width measured midway and at its thinnest between the anterior-posterior borders of the midbrain was highly reproducible (intraclass correlation coefficients >0.98) using these new methods. These simple decision rules  individualized orientation along the hippocampus and using a standardized landmark like the ICS  make these measures more comparable across subjects  and hence more useful in detecting and monitoring MTL atrophy in dementia.,"{'judgement': 'True', 'index': 483}",1,"{'judgement': '', 'probability': '', 'index': 483}",,"{'judgement': 'True', 'index': 483}",1
484,6649,Regulation of the amyloid precursor protein ectodomain shedding by the 5-HT4 receptor and Epac.,The serotonin 5-hydroxytryptamine (5-HT4) receptor is of potential interest for the treatment of Alzheimer's disease because it increases memory and learning. In this study  we investigated the effect of zinc metalloprotease inhibitors on the amyloid precursor protein (APP) processing induced by the serotonin 5-HT4 receptor in vitro. We show that secretion of the non-amyloidogenic form of APP  sAPPalpha induced by the 5-HT4(e) receptor isoform was not due to a general boost of the constitutive secretory pathway but rather to its specific effect on alpha-secretase activity. Although the h5-HT4(e) receptor increased IP3 production  inhibition of PKC did not modify its effect on sAPPalpha secretion. In addition  we found that alpha secretase activity is regulated by the cAMP-regulated guanine nucleotide exchange factor  Epac and the small GTPase Rac.,0,Regulation of the amyloid precursor protein ectodomain shedding by the 5-HT4 receptor and Epac.The serotonin 5-hydroxytryptamine (5-HT4) receptor is of potential interest for the treatment of Alzheimer's disease because it increases memory and learning. In this study  we investigated the effect of zinc metalloprotease inhibitors on the amyloid precursor protein (APP) processing induced by the serotonin 5-HT4 receptor in vitro. We show that secretion of the non-amyloidogenic form of APP  sAPPalpha induced by the 5-HT4(e) receptor isoform was not due to a general boost of the constitutive secretory pathway but rather to its specific effect on alpha-secretase activity. Although the h5-HT4(e) receptor increased IP3 production  inhibition of PKC did not modify its effect on sAPPalpha secretion. In addition  we found that alpha secretase activity is regulated by the cAMP-regulated guanine nucleotide exchange factor  Epac and the small GTPase Rac.,"{'judgement': 'False', 'index': 484}",0,"{'judgement': 'True', 'index': 484}",1,"{'judgement': 'True', 'index': 484}",1
485,23118,Malignant external otitis. When and which imaging,Malignant external otitis (MEO) is a severe infection of the external auditory canal (EAC)  most often caused by Pseudomonas aeruginosa  although a few cases are caused by an Aspergillus (4). Mortality remains high (20%) in spite of an early general antibiotic treatment. This infection of the soft tissue of the EAC causes cellulitis  chondritis and osteomyelitis  and there are risks of diffusion into the base of the skull. Our work is aimed at placing computed tomography and magnetic resonance imaging into the context of exploration of this infection  in relation to radionuclide scanning  owing to our experience with 10 patients. Imaging appreciates the anatomical extension of the infection beyond the EAC and towards the base of the skull and the infratemporal fossa  this being a key element for prognosis. It assesses the efficiency and duration of treatment  although the criteria of healing are still difficult to appreciate and late recurrence is frequent. Exceptionally  it is useful for diagnosis in some particular clinical forms.,0,Malignant external otitis. When and which imagingMalignant external otitis (MEO) is a severe infection of the external auditory canal (EAC)  most often caused by Pseudomonas aeruginosa  although a few cases are caused by an Aspergillus (4). Mortality remains high (20%) in spite of an early general antibiotic treatment. This infection of the soft tissue of the EAC causes cellulitis  chondritis and osteomyelitis  and there are risks of diffusion into the base of the skull. Our work is aimed at placing computed tomography and magnetic resonance imaging into the context of exploration of this infection  in relation to radionuclide scanning  owing to our experience with 10 patients. Imaging appreciates the anatomical extension of the infection beyond the EAC and towards the base of the skull and the infratemporal fossa  this being a key element for prognosis. It assesses the efficiency and duration of treatment  although the criteria of healing are still difficult to appreciate and late recurrence is frequent. Exceptionally  it is useful for diagnosis in some particular clinical forms.,"{'judgement': 'True', 'index': 485}",1,"{'judgement': 'True', 'index': 485}",1,"{'judgement': 'False', 'index': 485}",0
486,18079,A 7-year-old girl with labial edema and decreased growth velocity,"Cutaneous manifestations may be the initial presentation of inflammatory bowel disease. 窶｢ Inflammatory bowel disease can be diagnosed by upper endoscopy and colonoscopy with biopsies. 窶｢ Treatment for cutaneous manifestations of metastatic Crohn disease is the same as treatment for intestinal manifestations; however, improvement of symptoms may lag. 窶｢ Early referral to Pediatric Gastroenterology is crucial when a patient presents with genital erythema and edema that is not due to an easily identifiable, common cause.",0,"A 7-year-old girl with labial edema and decreased growth velocityCutaneous manifestations may be the initial presentation of inflammatory bowel disease. 窶｢ Inflammatory bowel disease can be diagnosed by upper endoscopy and colonoscopy with biopsies. 窶｢ Treatment for cutaneous manifestations of metastatic Crohn disease is the same as treatment for intestinal manifestations; however, improvement of symptoms may lag. 窶｢ Early referral to Pediatric Gastroenterology is crucial when a patient presents with genital erythema and edema that is not due to an easily identifiable, common cause.","{'judgement': 'False', 'index': 486}",0,"{'judgement': 'True', 'index': 486}",1,"{'judgement': 'True', 'index': 486}",1
487,14913,Enhanced Draping for Airway Procedures During the COVID-19 Pandemic,,0,Enhanced Draping for Airway Procedures During the COVID-19 Pandemic,"{'judgement': 'True', 'index': 487}",1,"{'judgement': 'True', 'index': 487}",1,"{'judgement': 'True', 'index': 487}",1
488,67591,"A possible benefit from therapeutic anticoagulation in COVID-19: the Dolo hospital experience in Veneto, Italy",,0,"A possible benefit from therapeutic anticoagulation in COVID-19: the Dolo hospital experience in Veneto, Italy","{'judgement': 'True', 'index': 488}",1,"{'judgement': 'True', 'index': 488}",1,"{'judgement': 'True', 'index': 488}",1
489,43017,Syntheses of F-18 labeled fluoroalkyltyrosine derivatives and their biological evaluation in rat bearing 9L tumor,We hereby report the synthesis of four fluorine-18 labeled tyrosine derivatives  3-(2-[18F]fluoroethyl)tyrosine ([18F]1  [18F]ortho-FET)  3-(3-[18F]fluoropropyl)tyrosine ([18F]2  [18F]ortho-FPT) O-methyl-[3-(2-[18F]fluoroethyl)]tyrosine ([18F]3  [18F]MFET)  and O-methyl-[3-(3-[18F]fluoropropyl)]tyrosine ([18F]4  [18F]MFPT). The fluorine-18 labeled tyrosine derivatives were prepared by the displacement reaction of the ethyl and propyl tosylates with K[18F]/K2.2.2 in acetonitrile under no-carrier-added (NCA) conditions  followed by hydrolysis with 4 N HCl. The biological properties of labeled compounds were evaluated in rats bearing 9L tumor after an intravenous injection and PET image was obtained. The tumor/blood and tumor/brain ratios were 2.06  2.92 for [18F]1  2.25  4.05 for [18F]2  2.88  1.90 for [18F]3  and 2.00  2.60 for [18F]4 at 60 min post injection  respectively. The PET image showed localized accumulation of PET tracers in 9L glioma of the rat. ﾂｩ 2006 Elsevier Ltd. All rights reserved,0,Syntheses of F-18 labeled fluoroalkyltyrosine derivatives and their biological evaluation in rat bearing 9L tumorWe hereby report the synthesis of four fluorine-18 labeled tyrosine derivatives  3-(2-[18F]fluoroethyl)tyrosine ([18F]1  [18F]ortho-FET)  3-(3-[18F]fluoropropyl)tyrosine ([18F]2  [18F]ortho-FPT) O-methyl-[3-(2-[18F]fluoroethyl)]tyrosine ([18F]3  [18F]MFET)  and O-methyl-[3-(3-[18F]fluoropropyl)]tyrosine ([18F]4  [18F]MFPT). The fluorine-18 labeled tyrosine derivatives were prepared by the displacement reaction of the ethyl and propyl tosylates with K[18F]/K2.2.2 in acetonitrile under no-carrier-added (NCA) conditions  followed by hydrolysis with 4 N HCl. The biological properties of labeled compounds were evaluated in rats bearing 9L tumor after an intravenous injection and PET image was obtained. The tumor/blood and tumor/brain ratios were 2.06  2.92 for [18F]1  2.25  4.05 for [18F]2  2.88  1.90 for [18F]3  and 2.00  2.60 for [18F]4 at 60 min post injection  respectively. The PET image showed localized accumulation of PET tracers in 9L glioma of the rat. ﾂｩ 2006 Elsevier Ltd. All rights reserved,"{'judgement': 'False', 'index': 489}",0,"{'judgement': 'False', 'index': 489}",0,"{'judgement': 'True', 'index': 489}",1
490,17982,Distinct cerebrospinal fluid amyloid-beta peptide signatures in cognitive decline associated with Alzheimer's disease and schizophrenia.,Mild alterations in cognitive function are present in normal aging and severe cognitive alterations are a hallmark of Alzheimer's disease (AD). Cognitive deficits are prevalent in patients with schizophrenia (SCZ) and worsen with old age. We recently reported that elderly SCZ patients show reduced levels of amyloid-beta (Aﾎｲ)1-42 in cerebrospinal fluid (CSF). To further clarify the role of Aﾎｲ in cognitive decline  we analyzed the whole panel of CSF Aﾎｲ isoforms in elderly SCZ patients as well as in sporadic AD using SELDI TOF MS. The immunoproteomic study revealed  in all analyzed CSF samples  the presence of 15 different Aﾎｲ peptides. In CSF from SCZ  we detected an overall strong reduction of almost all Aﾎｲ species while in sporadic AD Aﾎｲ1-42 was the only peptide reduced. A significant independent association between Aﾎｲ1-40 levels and global cognition was found in SCZ. In addition  in SCZ patients  duration of therapy was positively associated with soluble amyloid precursor protein alpha levels  the total amount of CSF Aﾎｲ and the most abundant Aﾎｲ1-40 isoform. These data suggests a dysmetabolism of amyloid precursor protein in older SCZ patients. Thus  the quite comparable reduction of CSF Aﾎｲ1-42 in AD and in elderly SCZ patients reflects different pathophysiological dynamics in ageing brain.,0,Distinct cerebrospinal fluid amyloid-beta peptide signatures in cognitive decline associated with Alzheimer's disease and schizophrenia.Mild alterations in cognitive function are present in normal aging and severe cognitive alterations are a hallmark of Alzheimer's disease (AD). Cognitive deficits are prevalent in patients with schizophrenia (SCZ) and worsen with old age. We recently reported that elderly SCZ patients show reduced levels of amyloid-beta (Aﾎｲ)1-42 in cerebrospinal fluid (CSF). To further clarify the role of Aﾎｲ in cognitive decline  we analyzed the whole panel of CSF Aﾎｲ isoforms in elderly SCZ patients as well as in sporadic AD using SELDI TOF MS. The immunoproteomic study revealed  in all analyzed CSF samples  the presence of 15 different Aﾎｲ peptides. In CSF from SCZ  we detected an overall strong reduction of almost all Aﾎｲ species while in sporadic AD Aﾎｲ1-42 was the only peptide reduced. A significant independent association between Aﾎｲ1-40 levels and global cognition was found in SCZ. In addition  in SCZ patients  duration of therapy was positively associated with soluble amyloid precursor protein alpha levels  the total amount of CSF Aﾎｲ and the most abundant Aﾎｲ1-40 isoform. These data suggests a dysmetabolism of amyloid precursor protein in older SCZ patients. Thus  the quite comparable reduction of CSF Aﾎｲ1-42 in AD and in elderly SCZ patients reflects different pathophysiological dynamics in ageing brain.,"{'judgement': 'True', 'index': 490}",1,"{'judgement': 'True', 'index': 490}",1,"{'judgement': 'False', 'index': 490}",0
491,23422,Viral dynamics of SARS-CoV-2 in saliva from infected patients,,0,Viral dynamics of SARS-CoV-2 in saliva from infected patients,"{'judgement': 'True', 'index': 491}",1,"{'judgement': 'True', 'index': 491}",1,"{'judgement': 'True', 'index': 491}",1
492,42163,No reduction in psychiatric emergency department visits during COVID-19: A downside of telepsychiatry?,,0,No reduction in psychiatric emergency department visits during COVID-19: A downside of telepsychiatry?,"{'judgement': 'True', 'index': 492}",1,"{'judgement': 'False', 'index': 492}",0,"{'judgement': 'False', 'index': 492}",0
493,48314,"Depressive symptoms, atherosclerotic burden and cerebral blood flow disturbances in a cohort of octogenarian men from a general population.",BACKGROUND: The aim of this study was to examine in elderly men a relationship between depressive symptoms  peripheral vascular disease and cerebral blood flow (CBF). METHODS: Population-based cohort study started with an examination of 809 men at age 55  followed by the first (age 68ys) and second follow up (age 82ys). 128 survivors were examined at age 82 with 99mTc-HMPAO-SPECT to estimate CBF  Zung-Self-Rating-Depression Scale (ZSDS)  and Ankle-Brachial Index (ABI). Analysis was performed on men free from stroke and dementia which defined the final study population to 120 subjects. RESULTS: ZSDS in the whole cohort ranged from 0.26 to 0.71 (reference 0.25-1.0). As the frequency of depressive symptoms was low  the case group (n窶=窶31) was defined by ZSDS index above 75th percentile (竕･0.48)  comprising 9 subjects with mild depression (ZSDS 0.55-0.71) and 22 subjects at 88th percentile and above of the normal range (ZSDS index 0.48-0.54). Cases were more often current smokers at age 68 (44% vs. 24%; p窶=窶.02) and had lower systolic blood presure (SBP)  lower social and physical activity  and suffered from fatigue  nausea  freezing and leg edema at age 82. Within the case group  ZSDS-index correlated negatively with CBF in subcortical area (r窶=窶-.42*)  left and right thalamus (r窶=窶-.40*  r窶=窶-.46**)  and right basal nuclei (r窶=窶-.35*). ZSDS-index correlated also with ABI at age 82 (right leg r窶=窶-.40*; left leg r窶=窶-.37*)  and with ﾎ between ABI at age 82 and 68 (right r窶=窶-.36*; left r窶=窶-.46**). Despite decreasing SBP from age 68 to 82  adjusted multiple regression analysis showed in the case group that higher SBP determined CBF changes in the frontal and parietal areas  independently of ZSDS index  ﾎ ABI  and smoking. CONCLUSION: In this population-based cohort of octogenarian men free from stroke or dementia  a proportion of subjects with depressive symptoms was low. Still  men with borderline or mild depression scores had lower social and physical activity  persistent smoking habit  worse peripheral circulation in legs  and cerebral perfusion changes in basal nuclei  thalamus and subcortical white matter. Regional CBF decline could be partly mediated by higher SBP.,0,"Depressive symptoms, atherosclerotic burden and cerebral blood flow disturbances in a cohort of octogenarian men from a general population.BACKGROUND: The aim of this study was to examine in elderly men a relationship between depressive symptoms  peripheral vascular disease and cerebral blood flow (CBF). METHODS: Population-based cohort study started with an examination of 809 men at age 55  followed by the first (age 68ys) and second follow up (age 82ys). 128 survivors were examined at age 82 with 99mTc-HMPAO-SPECT to estimate CBF  Zung-Self-Rating-Depression Scale (ZSDS)  and Ankle-Brachial Index (ABI). Analysis was performed on men free from stroke and dementia which defined the final study population to 120 subjects. RESULTS: ZSDS in the whole cohort ranged from 0.26 to 0.71 (reference 0.25-1.0). As the frequency of depressive symptoms was low  the case group (n窶=窶31) was defined by ZSDS index above 75th percentile (竕･0.48)  comprising 9 subjects with mild depression (ZSDS 0.55-0.71) and 22 subjects at 88th percentile and above of the normal range (ZSDS index 0.48-0.54). Cases were more often current smokers at age 68 (44% vs. 24%; p窶=窶.02) and had lower systolic blood presure (SBP)  lower social and physical activity  and suffered from fatigue  nausea  freezing and leg edema at age 82. Within the case group  ZSDS-index correlated negatively with CBF in subcortical area (r窶=窶-.42*)  left and right thalamus (r窶=窶-.40*  r窶=窶-.46**)  and right basal nuclei (r窶=窶-.35*). ZSDS-index correlated also with ABI at age 82 (right leg r窶=窶-.40*; left leg r窶=窶-.37*)  and with ﾎ between ABI at age 82 and 68 (right r窶=窶-.36*; left r窶=窶-.46**). Despite decreasing SBP from age 68 to 82  adjusted multiple regression analysis showed in the case group that higher SBP determined CBF changes in the frontal and parietal areas  independently of ZSDS index  ﾎ ABI  and smoking. CONCLUSION: In this population-based cohort of octogenarian men free from stroke or dementia  a proportion of subjects with depressive symptoms was low. Still  men with borderline or mild depression scores had lower social and physical activity  persistent smoking habit  worse peripheral circulation in legs  and cerebral perfusion changes in basal nuclei  thalamus and subcortical white matter. Regional CBF decline could be partly mediated by higher SBP.","{'judgement': 'False', 'index': 493}",0,"{'judgement': 'False', 'index': 493}",0,"{'judgement': 'False', 'index': 493}",0
494,58786,SARS-CoV-2 RNA detection in tears and conjunctival secretions of COVID-19 patients with conjunctivitis,,0,SARS-CoV-2 RNA detection in tears and conjunctival secretions of COVID-19 patients with conjunctivitis,"{'judgement': 'True', 'index': 494}",1,"{'judgement': 'True', 'index': 494}",1,"{'judgement': 'True', 'index': 494}",1
495,59095,"Clinical Characteristics of COVID-19 in patients with pre-existing ILD: A retrospective study in a single center in Wuhan, China","BACKGROUND: Since the outbreak of 2019 novel coronavirus (SARS-CoV-2) pneumonia, many patients with underlying disease, such as interstitial lung disease (ILD), were admitted to Tongji hospital in Wuhan, China. To date, no data have ever been reported to reflect the clinical features of Corona Virus Disease 2019 (COVID-19) among these patients with pre-existing ILD. METHODS: We analyzed the incidence and severity of COVID-19 patients with ILD among 3201 COVID-19 inpatients, and compared two independent cohorts of COVID-19 patients with pre-existing ILD (n=28) and non-ILD COVID-19 patients (n=130). RESULTS: Among those 3201 COVID-19 inpatients, 28 of whom were COVID-19 with ILD (0.88%). Fever was the predominant symptom both in COVID-19 with ILD (81.54%) and non-ILD COVID-19 patients (72.22%). However, COVID-19 patients with ILD were more likely to have cough, sputum, fatigue, dyspnea, and diarrhea. Very significantly higher number of neutrophils, monocytes, IL-8, IL-10, IL-1beta and D-Dimer was characterized in COVID-19 with ILD as compared to those of non-ILD COVID-19 patients. Furthermore, logistic regression models showed neutrophils counts, pro-inflammatory cytokines (TNF-alpha, IL6, IL1beta, IL2R), and coagulation dysfunction biomarkers (D-Dimer, PT, Fbg) were significantly associated with the poor clinical outcomes of COVID-19. CONCLUSION: ILD patients could be less vulnerable to SARS-CoV-2. However, ILD patients tend to severity condition after being infected with SARS-CoV-2. The prognosis of COVID-19 patients with per-existing ILD is significantly worse than that of non-ILD patients. And more, aggravated inflammatory responses and coagulation dysfunction appear to be the critical mechanisms in the COVID-19 patients with ILD. This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.",0,"Clinical Characteristics of COVID-19 in patients with pre-existing ILD: A retrospective study in a single center in Wuhan, ChinaBACKGROUND: Since the outbreak of 2019 novel coronavirus (SARS-CoV-2) pneumonia, many patients with underlying disease, such as interstitial lung disease (ILD), were admitted to Tongji hospital in Wuhan, China. To date, no data have ever been reported to reflect the clinical features of Corona Virus Disease 2019 (COVID-19) among these patients with pre-existing ILD. METHODS: We analyzed the incidence and severity of COVID-19 patients with ILD among 3201 COVID-19 inpatients, and compared two independent cohorts of COVID-19 patients with pre-existing ILD (n=28) and non-ILD COVID-19 patients (n=130). RESULTS: Among those 3201 COVID-19 inpatients, 28 of whom were COVID-19 with ILD (0.88%). Fever was the predominant symptom both in COVID-19 with ILD (81.54%) and non-ILD COVID-19 patients (72.22%). However, COVID-19 patients with ILD were more likely to have cough, sputum, fatigue, dyspnea, and diarrhea. Very significantly higher number of neutrophils, monocytes, IL-8, IL-10, IL-1beta and D-Dimer was characterized in COVID-19 with ILD as compared to those of non-ILD COVID-19 patients. Furthermore, logistic regression models showed neutrophils counts, pro-inflammatory cytokines (TNF-alpha, IL6, IL1beta, IL2R), and coagulation dysfunction biomarkers (D-Dimer, PT, Fbg) were significantly associated with the poor clinical outcomes of COVID-19. CONCLUSION: ILD patients could be less vulnerable to SARS-CoV-2. However, ILD patients tend to severity condition after being infected with SARS-CoV-2. The prognosis of COVID-19 patients with per-existing ILD is significantly worse than that of non-ILD patients. And more, aggravated inflammatory responses and coagulation dysfunction appear to be the critical mechanisms in the COVID-19 patients with ILD. This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.","{'judgement': 'True', 'index': 495}",1,"{'judgement': 'True', 'index': 495}",1,"{'judgement': 'True', 'index': 495}",1
