id,title,abstract,judgement,tiab,2023-10-11_08-51Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-10-11_08-51Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-10-11_09-31Azure_zeroshot_gpt-35-turbo-0613_temp0.4,shori_2023-10-11_09-31Azure_zeroshot_gpt-35-turbo-0613_temp0.4,2023-10-11_10-05Azure_zeroshot_gpt-35-turbo-0613_temp0.8,shori_2023-10-11_10-05Azure_zeroshot_gpt-35-turbo-0613_temp0.8,2023-10-11_10-51Azure_zeroshot_gpt-35-turbo-0613_temp1.2,shori_2023-10-11_10-51Azure_zeroshot_gpt-35-turbo-0613_temp1.2,2023-10-11_14-16Azure_zeroshot_gpt-35-turbo-0613_temp1.6,shori_2023-10-11_14-16Azure_zeroshot_gpt-35-turbo-0613_temp1.6
35460,Does This Adult Patient With Jolt Accentuation of Headache Have Acute Meningitis?,OBJECTIVE: In order to identify appropriate candidates with suspected meningitis for lumbar puncture (LP)  study designs and diagnostic values of jolt accentuation of headache (JA) were reviewed.  BACKGROUND: Acute meningitis is a life-threatening disease that requires LP for accurate diagnosis. JA was reported the most sensitive indicator of cerebrospinal fluid pleocytosis; however  subsequent studies have failed to confirm this claim.  METHODS: We reviewed articles concerning JA  published prior to December 2017  using MEDLINE and Japanese medical databases. Seven original articles based on independent cohorts were eligible for inclusion and articles citing these 7 were thoroughly searched (11 in total). Additionally  all medical records of our previously reported cohort were reviewed again to explore how the patients' background influenced diagnostic values of JA.  RESULTS: We hypothesized that an oversimplified dichotomy of JA findings  pleocytosis  and meningitis created a misconception that JA is a universal indicator of meningitis. We clarify the difference between them and present altered mental status (AMS) as a key to decrease the sensitivity of JA. Notably  the sensitivity and specificity of JA were relatively low in unselected groups  while they tended to be high in the selected sub-groups with acute onset of headache and fever  without AMS or neurological deficits. Unselected populations included etiologies of pleocytosis other than acute meningitis  which might weaken the association between JA and pleocytosis.  CONCLUSION: JA is not a universal  stand-alone  indicator of meningitis in febrile patients with headache. Therefore  we propose a stepwise approach for patients with suspected acute meningitis. AMS or neurological deficits suggest an intracranial pathology  which may necessitate a lumbar puncture. JA seems a useful tool for distinguishing acute aseptic meningitis from upper respiratory infection when used in the selected cohort of febrile patients (>=37degreeC) with recent-onset headache (within 2 weeks before presentation) and normal mental status. This approach and diagnostic values of JA should be further investigated by prospective studies using operationally sorted candidates.Copyright ﾂｩ 2018 American Headache Society.,1,Does This Adult Patient With Jolt Accentuation of Headache Have Acute Meningitis?OBJECTIVE: In order to identify appropriate candidates with suspected meningitis for lumbar puncture (LP)  study designs and diagnostic values of jolt accentuation of headache (JA) were reviewed.  BACKGROUND: Acute meningitis is a life-threatening disease that requires LP for accurate diagnosis. JA was reported the most sensitive indicator of cerebrospinal fluid pleocytosis; however  subsequent studies have failed to confirm this claim.  METHODS: We reviewed articles concerning JA  published prior to December 2017  using MEDLINE and Japanese medical databases. Seven original articles based on independent cohorts were eligible for inclusion and articles citing these 7 were thoroughly searched (11 in total). Additionally  all medical records of our previously reported cohort were reviewed again to explore how the patients' background influenced diagnostic values of JA.  RESULTS: We hypothesized that an oversimplified dichotomy of JA findings  pleocytosis  and meningitis created a misconception that JA is a universal indicator of meningitis. We clarify the difference between them and present altered mental status (AMS) as a key to decrease the sensitivity of JA. Notably  the sensitivity and specificity of JA were relatively low in unselected groups  while they tended to be high in the selected sub-groups with acute onset of headache and fever  without AMS or neurological deficits. Unselected populations included etiologies of pleocytosis other than acute meningitis  which might weaken the association between JA and pleocytosis.  CONCLUSION: JA is not a universal  stand-alone  indicator of meningitis in febrile patients with headache. Therefore  we propose a stepwise approach for patients with suspected acute meningitis. AMS or neurological deficits suggest an intracranial pathology  which may necessitate a lumbar puncture. JA seems a useful tool for distinguishing acute aseptic meningitis from upper respiratory infection when used in the selected cohort of febrile patients (>=37degreeC) with recent-onset headache (within 2 weeks before presentation) and normal mental status. This approach and diagnostic values of JA should be further investigated by prospective studies using operationally sorted candidates.Copyright ﾂｩ 2018 American Headache Society.,"{'judgement': 'True', 'index': 798}",1,"{'judgement': 'True', 'probability': '0.8', 'index': 798}",1,"{'judgement': 'False', 'index': 798}",0,"{'judgement': 'True', 'index': 798}",1,"{'judgement': 'False', 'index': 798}",0
10695,Detection of Vasculitis by FDG-PET Using MCD,,0,Detection of Vasculitis by FDG-PET Using MCD,"{'judgement': 'True', 'index': 799}",1,"{'judgement': 'True', 'index': 799}",1,"{'judgement': 'True', 'index': 799}",1,"{'judgement': 'False', 'index': 799}",0,"{'judgement': 'True', 'probability': '1', 'index': 799}",1
37796,Association between weather data and COVID-19 pandemic predicting mortality rate: Machine learning approaches,"Nowadays, a significant number of infectious diseases such as human coronavirus disease (COVID-19) are threatening the world by spreading at an alarming rate. Some of the literatures pointed out that the pandemic is exhibiting seasonal patterns in its spread, incidence and nature of the distribution. In connection to the spread and distribution of the infection, scientific analysis that answers the questions whether the next summer can save people from COVID-19 is required. Many researchers have been exclusively asked whether high temperature during summer can slow down the spread of the COVID-19 as it has with other seasonal flues. Since there are a lot of questions that are unanswered right now, and many mysteries aspects about the COVID-19 that is still unknown to us, in-depth study and analysis of associated weather features are required. Moreover, understanding the nature of COVID-19 and forecasting the spread of COVID-19 request more investigation of the real effect of weather variables on the transmission of the COVID-19 among people. In this work, various regressor machine learning models are proposed to extract the relationship between different factors and the spreading rate of COVID-19. The machine learning algorithms employed in this work estimate the impact of weather variables such as temperature and humidity on the transmission of COVID-19 by extracting the relationship between the number of confirmed cases and the weather variables on certain regions. To validate the proposed method, we have collected the required datasets related to weather and census features and necessary prepossessing is carried out. From the experimental results, it is shown that the weather variables are more relevant in predicting the mortality rate when compared to the other census variables such as population, age, and urbanization. Thus, from this result, we can conclude that temperature and humidity are important features for predicting COVID-19 mortality rate. Moreover, it is indicated that the higher the value of temperature the lower number of infection cases. Copyright ﾃ・ﾂｩ 2020 Elsevier Ltd. All rights reserved.",0,"Association between weather data and COVID-19 pandemic predicting mortality rate: Machine learning approachesNowadays, a significant number of infectious diseases such as human coronavirus disease (COVID-19) are threatening the world by spreading at an alarming rate. Some of the literatures pointed out that the pandemic is exhibiting seasonal patterns in its spread, incidence and nature of the distribution. In connection to the spread and distribution of the infection, scientific analysis that answers the questions whether the next summer can save people from COVID-19 is required. Many researchers have been exclusively asked whether high temperature during summer can slow down the spread of the COVID-19 as it has with other seasonal flues. Since there are a lot of questions that are unanswered right now, and many mysteries aspects about the COVID-19 that is still unknown to us, in-depth study and analysis of associated weather features are required. Moreover, understanding the nature of COVID-19 and forecasting the spread of COVID-19 request more investigation of the real effect of weather variables on the transmission of the COVID-19 among people. In this work, various regressor machine learning models are proposed to extract the relationship between different factors and the spreading rate of COVID-19. The machine learning algorithms employed in this work estimate the impact of weather variables such as temperature and humidity on the transmission of COVID-19 by extracting the relationship between the number of confirmed cases and the weather variables on certain regions. To validate the proposed method, we have collected the required datasets related to weather and census features and necessary prepossessing is carried out. From the experimental results, it is shown that the weather variables are more relevant in predicting the mortality rate when compared to the other census variables such as population, age, and urbanization. Thus, from this result, we can conclude that temperature and humidity are important features for predicting COVID-19 mortality rate. Moreover, it is indicated that the higher the value of temperature the lower number of infection cases. Copyright ﾃ・ﾂｩ 2020 Elsevier Ltd. All rights reserved.","{'judgement': 'False', 'index': 800}",0,"{'judgement': 'True', 'index': 800}",1,"{'judgement': 'True', 'index': 800}",1,"{'judgement': 'False', 'index': 800}",0,"{'judgement': 'Not DTA', 'probability': '1.0', 'index': 800}",
12576,Increased association between rough endoplasmic reticulum membranes and mitochondria in transgenic mice that express P301L tau.,In several neurodegenerative diseases  including Alzheimer disease  the neuronal microtubule-associated protein tau becomes hyperphosphorylated  accumulates in the somatodendritic compartment  and aggregates into insoluble filaments. The consequences of the accumulation of hyperphosphorylated tau in the somatodendritic compartment remain poorly characterized at the early stage of disease before the formation of tau insoluble filaments. We investigated the ultrastructural changes induced by this accumulation in the neuronal soma of motor neurons in asymptomatic JNPL3 mice that overexpress mutant tau  P301L. More numerous contacts between rough endoplasmic reticulum (RER) membranes and mitochondria were observed in JNLP3 mice compared with wild-type mice. This correlated with a preferential increase of the amount of tau at the surface of RER membranes but not at the surface of mitochondria  as revealed by tau immunogold labeling. Using a subcellular fractionation procedure  an increased amount of phosphorylated tau was identified in the rough microsome subfraction  wherein the RER marker  ribophorin  was enriched. A similar increase was noted in the rough microsome subfraction isolated from Alzheimer disease brains. The association of hyperphosphorylated tau with ER membranes was confirmed by double immunogold labeling of the subfraction enriched in ER membranes isolated from Alzheimer disease brains. These results suggest that more contacts between RER membranes and mitochondria resulting from the accumulation of tau at the surface of RER membranes might contribute to tau-induced neurodegeneration.,0,Increased association between rough endoplasmic reticulum membranes and mitochondria in transgenic mice that express P301L tau.In several neurodegenerative diseases  including Alzheimer disease  the neuronal microtubule-associated protein tau becomes hyperphosphorylated  accumulates in the somatodendritic compartment  and aggregates into insoluble filaments. The consequences of the accumulation of hyperphosphorylated tau in the somatodendritic compartment remain poorly characterized at the early stage of disease before the formation of tau insoluble filaments. We investigated the ultrastructural changes induced by this accumulation in the neuronal soma of motor neurons in asymptomatic JNPL3 mice that overexpress mutant tau  P301L. More numerous contacts between rough endoplasmic reticulum (RER) membranes and mitochondria were observed in JNLP3 mice compared with wild-type mice. This correlated with a preferential increase of the amount of tau at the surface of RER membranes but not at the surface of mitochondria  as revealed by tau immunogold labeling. Using a subcellular fractionation procedure  an increased amount of phosphorylated tau was identified in the rough microsome subfraction  wherein the RER marker  ribophorin  was enriched. A similar increase was noted in the rough microsome subfraction isolated from Alzheimer disease brains. The association of hyperphosphorylated tau with ER membranes was confirmed by double immunogold labeling of the subfraction enriched in ER membranes isolated from Alzheimer disease brains. These results suggest that more contacts between RER membranes and mitochondria resulting from the accumulation of tau at the surface of RER membranes might contribute to tau-induced neurodegeneration.,"{'judgement': 'False', 'index': 801}",0,"{'judgement': 'False', 'index': 801}",0,"{'judgement': 'False', 'index': 801}",0,"{'judgement': '', 'probability': '', 'index': 801}",,"{'judgement': 'False', 'index': 801}",0
40621,Treatment of Paget's disease of bone: importance of the zoledronic acid,Paget's disease is a localised monostotic or polyostotic bone disease of unknown origin. It may be caused by a slow viral infection and/or genetic factors. It is characterised by increased bone remodelling and an initially excessive osteoclastic bone resorption  followed by a secondary increase in osteoblastic activity  leading to replacement of the normal bone by a disorganized  enlarged  and weakened osseous structure prone to deformities and fractures. The disease may be diagnosed by radiography  scintigraphy and biochemical tests. The primary aim of treatment is to reduce pain and risk of developing long-term complications. Potent antiresorptive drugs are now available  which control the increased bone remodelling and have led to a dramatic improvement in treatment. Zoledronic acid  a new generation of bisphosphonates  has the advantage of great potency and long duration of remission and a short infusion time.,0,Treatment of Paget's disease of bone: importance of the zoledronic acidPaget's disease is a localised monostotic or polyostotic bone disease of unknown origin. It may be caused by a slow viral infection and/or genetic factors. It is characterised by increased bone remodelling and an initially excessive osteoclastic bone resorption  followed by a secondary increase in osteoblastic activity  leading to replacement of the normal bone by a disorganized  enlarged  and weakened osseous structure prone to deformities and fractures. The disease may be diagnosed by radiography  scintigraphy and biochemical tests. The primary aim of treatment is to reduce pain and risk of developing long-term complications. Potent antiresorptive drugs are now available  which control the increased bone remodelling and have led to a dramatic improvement in treatment. Zoledronic acid  a new generation of bisphosphonates  has the advantage of great potency and long duration of remission and a short infusion time.,"{'judgement': 'False', 'index': 802}",0,"{'judgement': 'True', 'index': 802}",1,"{'judgement': 'True', 'index': 802}",1,"{'judgement': 'True', 'index': 802}",1,"{'judgement': 'True', 'index': 802}",1
19770,Gastrointestinal: COVID-19 related ischemic bowel disease,,0,Gastrointestinal: COVID-19 related ischemic bowel disease,"{'judgement': 'True', 'index': 803}",1,"{'judgement': 'True', 'index': 803}",1,"{'judgement': 'True', 'index': 803}",1,"{'judgement': 'True', 'index': 803}",1,"{'judgement': 'True', 'index': 803}",1
23467,"Nursing Diagnoses for Coronavirus Disease, COVID-19: Identification by Taxonomic Triangulation","PURPOSE: To identify the nursing care problems related to the clinical process of disease by COVID-19. METHOD: The study applied the taxonomic triangulation technique on a clinical management guide to coronavirus disease, COVID-19, from the World Health Organization. The technique is divided into the phases: extraction of knowledge in natural language about assessment, planning and intervention, translation into standard language NOC and NIC, linking to NANDA-I diagnoses, triangulation looking for diagnostic matches in the three sets, and, finally, validation by a panel of experts from a hospital and a university. FINDINGS: The extraction identified 159 terms in natural language that were translated into 173 variables: 34 NOC for assessment, 19 NOC for planning, and 120 NIC for intervention. The relationships to NANDA-I diagnoses recorded 2,182 links and the triangulation returned 109 diagnoses, 54 of them for a critical situation. The panel of experts unanimously validated the 29 diagnoses with the highest number of links. CONCLUSION: Coronavirus disease, COVID-19, involves a complex situation with multiple associated care problems that can be identified using the taxonomic triangulation technique. IMPLICATIONS FOR NURSING PRACTICE: The links between taxonomies and the taxonomic triangulation technique are an important tool for generating knowledge. The results of this study may guide the diagnosis and treatment of coronavirus disease, COVID-19, as well as similar processes that occur with acute respiratory distress syndrome. Copyright ﾃ・ﾂｩ 2020 NANDA International, Inc.",0,"Nursing Diagnoses for Coronavirus Disease, COVID-19: Identification by Taxonomic TriangulationPURPOSE: To identify the nursing care problems related to the clinical process of disease by COVID-19. METHOD: The study applied the taxonomic triangulation technique on a clinical management guide to coronavirus disease, COVID-19, from the World Health Organization. The technique is divided into the phases: extraction of knowledge in natural language about assessment, planning and intervention, translation into standard language NOC and NIC, linking to NANDA-I diagnoses, triangulation looking for diagnostic matches in the three sets, and, finally, validation by a panel of experts from a hospital and a university. FINDINGS: The extraction identified 159 terms in natural language that were translated into 173 variables: 34 NOC for assessment, 19 NOC for planning, and 120 NIC for intervention. The relationships to NANDA-I diagnoses recorded 2,182 links and the triangulation returned 109 diagnoses, 54 of them for a critical situation. The panel of experts unanimously validated the 29 diagnoses with the highest number of links. CONCLUSION: Coronavirus disease, COVID-19, involves a complex situation with multiple associated care problems that can be identified using the taxonomic triangulation technique. IMPLICATIONS FOR NURSING PRACTICE: The links between taxonomies and the taxonomic triangulation technique are an important tool for generating knowledge. The results of this study may guide the diagnosis and treatment of coronavirus disease, COVID-19, as well as similar processes that occur with acute respiratory distress syndrome. Copyright ﾃ・ﾂｩ 2020 NANDA International, Inc.","{'judgement': 'False', 'index': 804}",0,"{'judgement': 'False', 'index': 804}",0,"{'judgement': 'False', 'index': 804}",0,"{'judgement': 'True', 'index': 804}",1,"{'judgement': 'False', 'index': 804}",0
31234,Gamma-secretase activity is associated with a conformational change of nicastrin.,"Gamma-secretase is a high molecular weight multicomponent protein complex with an unusual intramembrane-cleaving aspartyl protease activity. Gamma-secretase is intimately associated with Alzheimer disease because it catalyzes the proteolytic cleavage  which leads to the liberation of amyloid beta-peptide. At least presenilin (PS)  Nicastrin (Nct)  APH-1  and PEN-2 are constituents of the gamma-secretase complex  with PS apparently providing the active site of gamma-secretase. Expression of gamma-secretase complex components is tightly regulated  however little is known about the assembly of the complex. Here we demonstrate that Nct undergoes a major conformational change during the assembly of the gamma-secretase complex. The conformational change is directly associated with gamma-secretase function and involves the entire Nct ectodomain. Loss of function mutations generated by deletions failed to undergo the conformational change. Furthermore  the conformational alteration did not occur in the absence of PS. Our data thus suggest that gamma-secretase function critically depends on the structural ""activation"" of Nct.",0,"Gamma-secretase activity is associated with a conformational change of nicastrin.Gamma-secretase is a high molecular weight multicomponent protein complex with an unusual intramembrane-cleaving aspartyl protease activity. Gamma-secretase is intimately associated with Alzheimer disease because it catalyzes the proteolytic cleavage  which leads to the liberation of amyloid beta-peptide. At least presenilin (PS)  Nicastrin (Nct)  APH-1  and PEN-2 are constituents of the gamma-secretase complex  with PS apparently providing the active site of gamma-secretase. Expression of gamma-secretase complex components is tightly regulated  however little is known about the assembly of the complex. Here we demonstrate that Nct undergoes a major conformational change during the assembly of the gamma-secretase complex. The conformational change is directly associated with gamma-secretase function and involves the entire Nct ectodomain. Loss of function mutations generated by deletions failed to undergo the conformational change. Furthermore  the conformational alteration did not occur in the absence of PS. Our data thus suggest that gamma-secretase function critically depends on the structural ""activation"" of Nct.","{'judgement': 'False', 'index': 805}",0,"{'judgement': 'False', 'index': 805}",0,"{'judgement': 'False', 'index': 805}",0,"{'judgement': 'False', 'index': 805}",0,"{'judgement': 'False', 'index': 805}",0
29771,COVID-19-related cutaneous manifestations associated with multiple drug sensitization as shown by lymphocyte transformation test,"Patients with novel coronavirus disease 2019 (COVID-19) can present with a wide variety of cutaneous manifestations. Drug-induced eruptions, however, are often indistinguishable from the COVID-19-related rash. Copyright This article is protected by copyright. All rights reserved.",0,"COVID-19-related cutaneous manifestations associated with multiple drug sensitization as shown by lymphocyte transformation testPatients with novel coronavirus disease 2019 (COVID-19) can present with a wide variety of cutaneous manifestations. Drug-induced eruptions, however, are often indistinguishable from the COVID-19-related rash. Copyright This article is protected by copyright. All rights reserved.","{'judgement': 'False', 'index': 806}",0,"{'judgement': 'False', 'index': 806}",0,"{'judgement': 'False', 'index': 806}",0,"{'judgement': 'False', 'index': 806}",0,"{'judgement': 'False', 'index': 806}",0
54052,Extracellular protein deposition correlates with glial activation and oxidative stress in Creutzfeldt-Jakob and Alzheimer's disease.,The relation of protein deposition with glial cells and oxidative stress was studied in Creutzfeldt-Jakob disease (CJD)  Alzheimer's disease (AD) and neurologically healthy control patients. Three neocortical areas  the hippocampus  and the cerebellum of 20 CJD  10 AD and 10 control patients were immunohistochemically examined for the presence of astroglia  microglia  and protein depositions. To investigate the level of oxidative stress the percentage of neurons with cytoplasmic hydroxylated DNA was determined. Astroglia  microglia and oxidative stress were located around amyloid-beta depositions and a clear quantitative relation was identified. These markers were only increased in the hippocampus of AD compared to controls. Quantitative analysis in these groups showed a correlation between the oxidative stress level and the number of microglia in the grey matter. All markers were increased in the grey matter and the cerebellum of CJD when compared to AD and controls. The highest numbers of lesions were observed in a CJD population with a rapid disease progression. Quantitative analysis showed a correlation between the oxidative stress level and all glial cells. Further analysis showed that the number of microglia was related to the intensity of the prion depositions. Glial cells in the brain are thought to be the main producers of oxidative stress  resulting in neuronal death. Our results confirm that this close relationship exists in both AD and CJD. We also show that an increased number of glial cells and therefore possibly oxidative stress is associated with the disease progression.,0,Extracellular protein deposition correlates with glial activation and oxidative stress in Creutzfeldt-Jakob and Alzheimer's disease.The relation of protein deposition with glial cells and oxidative stress was studied in Creutzfeldt-Jakob disease (CJD)  Alzheimer's disease (AD) and neurologically healthy control patients. Three neocortical areas  the hippocampus  and the cerebellum of 20 CJD  10 AD and 10 control patients were immunohistochemically examined for the presence of astroglia  microglia  and protein depositions. To investigate the level of oxidative stress the percentage of neurons with cytoplasmic hydroxylated DNA was determined. Astroglia  microglia and oxidative stress were located around amyloid-beta depositions and a clear quantitative relation was identified. These markers were only increased in the hippocampus of AD compared to controls. Quantitative analysis in these groups showed a correlation between the oxidative stress level and the number of microglia in the grey matter. All markers were increased in the grey matter and the cerebellum of CJD when compared to AD and controls. The highest numbers of lesions were observed in a CJD population with a rapid disease progression. Quantitative analysis showed a correlation between the oxidative stress level and all glial cells. Further analysis showed that the number of microglia was related to the intensity of the prion depositions. Glial cells in the brain are thought to be the main producers of oxidative stress  resulting in neuronal death. Our results confirm that this close relationship exists in both AD and CJD. We also show that an increased number of glial cells and therefore possibly oxidative stress is associated with the disease progression.,"{'judgement': 'False', 'index': 807}",0,"{'judgement': 'False', 'index': 807}",0,"{'judgement': 'False', 'index': 807}",0,"{'judgement': 'False', 'index': 807}",0,"{'judgement': 'True', 'index': 807}",1
24665,"Survey of COVID-19 Disease Among Orthopaedic Surgeons in Wuhan, People's Republic of China","BACKGROUND: Coronavirus disease 2019 (COVID-19) broke out in Wuhan, the People's Republic of China, in December 2019 and now is a pandemic all around the world. Some orthopaedic surgeons in Wuhan were infected with COVID-19. METHODS: We conducted a survey to identify the orthopaedic surgeons who were infected with COVID-19 in Wuhan. A self-administered questionnaire was distributed to collect information such as social demographic variables, clinical manifestations, exposure history, awareness of the outbreak, infection control training provided by hospitals, and individual protection practices. To further explore the possible risk factors at the individual level, a 1:2 matched case-control study was conducted. RESULTS: A total of 26 orthopaedic surgeons from 8 hospitals in Wuhan were identified as having COVID-19. The incidence in each hospital varied from 1.5% to 20.7%. The onset of symptoms was from January 13 to February 5, 2020, and peaked on January 23, 8 days prior to the peak of the public epidemic. The suspected sites of exposure were general wards (79.2%), public places at the hospital (20.8%), operating rooms (12.5%), the intensive care unit (4.2%), and the outpatient clinic (4.2%). There was transmission from these doctors to others in 25% of cases, including to family members (20.8%), to colleagues (4.2%), to patients (4.2%), and to friends (4.2%). Participation in real-time training on prevention measures was found to have a protective effect against COVID-19 (odds ratio [OR], 0.12). Not wearing an N95 respirator was found to be a risk factor (OR, 5.20 [95% confidence interval (CI), 1.09 to 25.00]). Wearing respirators or masks all of the time was found to be protective (OR, 0.15). Severe fatigue was found to be a risk factor (OR, 4 [95% CI, 1 to 16]) for infection with COVID-19. CONCLUSIONS: Orthopaedic surgeons are at risk during the COVID-19 pandemic. Common places of work could be contaminated. Orthopaedic surgeons have to be more vigilant and take more precautions to avoid infection with COVID-19. LEVEL OF EVIDENCE: Diagnostic Level IV. See Instructions for Authors for a complete description of levels of evidence.",0,"Survey of COVID-19 Disease Among Orthopaedic Surgeons in Wuhan, People's Republic of ChinaBACKGROUND: Coronavirus disease 2019 (COVID-19) broke out in Wuhan, the People's Republic of China, in December 2019 and now is a pandemic all around the world. Some orthopaedic surgeons in Wuhan were infected with COVID-19. METHODS: We conducted a survey to identify the orthopaedic surgeons who were infected with COVID-19 in Wuhan. A self-administered questionnaire was distributed to collect information such as social demographic variables, clinical manifestations, exposure history, awareness of the outbreak, infection control training provided by hospitals, and individual protection practices. To further explore the possible risk factors at the individual level, a 1:2 matched case-control study was conducted. RESULTS: A total of 26 orthopaedic surgeons from 8 hospitals in Wuhan were identified as having COVID-19. The incidence in each hospital varied from 1.5% to 20.7%. The onset of symptoms was from January 13 to February 5, 2020, and peaked on January 23, 8 days prior to the peak of the public epidemic. The suspected sites of exposure were general wards (79.2%), public places at the hospital (20.8%), operating rooms (12.5%), the intensive care unit (4.2%), and the outpatient clinic (4.2%). There was transmission from these doctors to others in 25% of cases, including to family members (20.8%), to colleagues (4.2%), to patients (4.2%), and to friends (4.2%). Participation in real-time training on prevention measures was found to have a protective effect against COVID-19 (odds ratio [OR], 0.12). Not wearing an N95 respirator was found to be a risk factor (OR, 5.20 [95% confidence interval (CI), 1.09 to 25.00]). Wearing respirators or masks all of the time was found to be protective (OR, 0.15). Severe fatigue was found to be a risk factor (OR, 4 [95% CI, 1 to 16]) for infection with COVID-19. CONCLUSIONS: Orthopaedic surgeons are at risk during the COVID-19 pandemic. Common places of work could be contaminated. Orthopaedic surgeons have to be more vigilant and take more precautions to avoid infection with COVID-19. LEVEL OF EVIDENCE: Diagnostic Level IV. See Instructions for Authors for a complete description of levels of evidence.","{'judgement': 'False', 'index': 808}",0,"{'judgement': 'False', 'index': 808}",0,"{'judgement': 'False', 'index': 808}",0,"{'judgement': 'False', 'index': 808}",0,"{'judgement': 'True', 'index': 808}",1
72,Assessment of endocrine disorders of the hypothalamic-pituitary axis by nuclear medicine techniques,The following article reviews nuclear medicine techniques which can be used for assessment of endocrine disorders of the hypothalamic-pituitary axis. For planar and SPECT imaging somatostatin-receptor- and dopamine-D2-receptor-scintigraphy are the most widely distributed techniques. These nuclear medicine techniques may be indicated in selected cases to answer differential diagnostic problems. They can be helpful to search for presence and localization of receptor positive tissue. Furthermore they can detect metastasis in the rare cases of a pituitary carcinoma. Scintigraphy with Gallium-67 is suitable for further diagnostic evaluation in suspected hypophysitis. Other SPECT radiopharmaca do not have relevant clinical significance. F-18-FDG as PET radiopharmacon is not ideal because obvious pituitary adenomas could not be visualized. Other PET radiopharmaca including C-11-methionine  C-11-tyrosine  F-18-fluoroethylspiperone  C-11-methylspiperone  and C-11-raclopride are available in specialized centers only. Overall indications for nuclear medicine in studies for the assessment of endocrine disorders of the hypothalamic-pituitary-axis are rare. Original studies often report only about a small number of patients. According to the authors' opinion the relevance of nuclear medicine in studies of clinically important endocrinologic fields  e.g. localization of small ACTH-producing pituitary adenomas  tumor localization in ectopic ACTH syndrome  localization of recurrent pituitary tissue  assessment of small incidentalomas  can not be definitely given yet,0,Assessment of endocrine disorders of the hypothalamic-pituitary axis by nuclear medicine techniquesThe following article reviews nuclear medicine techniques which can be used for assessment of endocrine disorders of the hypothalamic-pituitary axis. For planar and SPECT imaging somatostatin-receptor- and dopamine-D2-receptor-scintigraphy are the most widely distributed techniques. These nuclear medicine techniques may be indicated in selected cases to answer differential diagnostic problems. They can be helpful to search for presence and localization of receptor positive tissue. Furthermore they can detect metastasis in the rare cases of a pituitary carcinoma. Scintigraphy with Gallium-67 is suitable for further diagnostic evaluation in suspected hypophysitis. Other SPECT radiopharmaca do not have relevant clinical significance. F-18-FDG as PET radiopharmacon is not ideal because obvious pituitary adenomas could not be visualized. Other PET radiopharmaca including C-11-methionine  C-11-tyrosine  F-18-fluoroethylspiperone  C-11-methylspiperone  and C-11-raclopride are available in specialized centers only. Overall indications for nuclear medicine in studies for the assessment of endocrine disorders of the hypothalamic-pituitary-axis are rare. Original studies often report only about a small number of patients. According to the authors' opinion the relevance of nuclear medicine in studies of clinically important endocrinologic fields  e.g. localization of small ACTH-producing pituitary adenomas  tumor localization in ectopic ACTH syndrome  localization of recurrent pituitary tissue  assessment of small incidentalomas  can not be definitely given yet,"{'judgement': 'True', 'index': 809}",1,"{'judgement': 'True', 'index': 809}",1,"{'judgement': 'False', 'index': 809}",0,"{'judgement': 'True', 'index': 809}",1,"{'judgement': 'True', 'index': 809}",1
59782,"Tau binds both subunits of calcineurin, and binding is impaired by calmodulin.",Calcineurin  an important protein Ser/Thr phosphatase which acts on tau in vivo  is a heterodimer of a catalytic subunit  calcineurin A  and a regulatory subunit  calcineurin B  and is unique in being regulated by calmodulin. Here  we find that both subunits of calcineurin bind tau  and calmodulin interferes with the association between calcineurin and tau. The domains of both subunits of calcineurin and tau involved in binding are mapped. We also investigate the functional consequences of the interactions between both subunits of calcineurin  tau and calmodulin  and reveal the interactions affect dephosphorylation of tau by calcineurin and contribute to the balance of phosphorylation and dephosphorylation of tau in vivo. Our findings may be of potential significance in neuronal physiology and also in neurodegenerative disorders. They shed some light on how the interactions might control the phosphorylation state of tau under physiological conditions  and provide new insights into the treatment of tauopathies such as Alzheimer's disease.,0,"Tau binds both subunits of calcineurin, and binding is impaired by calmodulin.Calcineurin  an important protein Ser/Thr phosphatase which acts on tau in vivo  is a heterodimer of a catalytic subunit  calcineurin A  and a regulatory subunit  calcineurin B  and is unique in being regulated by calmodulin. Here  we find that both subunits of calcineurin bind tau  and calmodulin interferes with the association between calcineurin and tau. The domains of both subunits of calcineurin and tau involved in binding are mapped. We also investigate the functional consequences of the interactions between both subunits of calcineurin  tau and calmodulin  and reveal the interactions affect dephosphorylation of tau by calcineurin and contribute to the balance of phosphorylation and dephosphorylation of tau in vivo. Our findings may be of potential significance in neuronal physiology and also in neurodegenerative disorders. They shed some light on how the interactions might control the phosphorylation state of tau under physiological conditions  and provide new insights into the treatment of tauopathies such as Alzheimer's disease.","{'judgement': 'False', 'index': 810}",0,"{'judgement': 'False', 'index': 810}",0,"{'judgement': 'False', 'index': 810}",0,"{'judgement': 'False', 'index': 810}",0,"{'judgement': 'False', 'index': 810}",0
